rate_id,route,date,rate_usd_per_ton_or_day,vessel_type
453,Santos-Qingdao,2025-02-24,22.3,Panamax
454,Santos-Qingdao,2025-03-03,21.34,Panamax
455,Santos-Qingdao,2025-03-10,20.43,Panamax
456,Santos-Qingdao,2025-03-17,19.21,Panamax
457,Santos-Qingdao,2025-03-24,20.86,Panamax
458,Santos-Qingdao,2025-03-31,22.3,Panamax
459,Santos-Qingdao,2025-04-07,21.7,Panamax
460,Santos-Qingdao,2025-04-14,21.85,Panamax
461,Santos-Qingdao,2025-04-21,20.82,Panamax
462,Santos-Qingdao,2025-04-28,19.55,Panamax
463,Santos-Qingdao,2025-05-05,19.69,Panamax
464,Santos-Qingdao,2025-05-12,20.75,Panamax
465,Santos-Qingdao,2025-05-19,22.03,Panamax
466,Santos-Qingdao,2025-05-26,21.35,Panamax
467,Santos-Qingdao,2025-06-02,22.08,Panamax
468,Santos-Qingdao,2025-06-09,22.16,Panamax
469,Santos-Qingdao,2025-06-16,20.87,Panamax
470,Santos-Qingdao,2025-06-23,22.62,Panamax
471,Santos-Qingdao,2025-06-30,24.29,Panamax
472,Santos-Qingdao,2025-07-07,23.05,Panamax
473,Santos-Qingdao,2025-07-14,24.57,Panamax
474,Santos-Qingdao,2025-07-21,26.04,Panamax
475,Santos-Qingdao,2025-07-28,25.4,Panamax
476,Santos-Qingdao,2025-08-04,25.6,Panamax
477,Santos-Qingdao,2025-08-11,27.18,Panamax
478,Santos-Qingdao,2025-08-18,25.83,Panamax
479,Santos-Qingdao,2025-08-25,25.19,Panamax
480,Santos-Qingdao,2025-09-01,26.53,Panamax
481,Santos-Qingdao,2025-09-08,27.33,Panamax
482,Santos-Qingdao,2025-09-15,28.26,Panamax
483,Santos-Qingdao,2025-09-22,29.6,Panamax
484,Santos-Qingdao,2025-09-29,29.3,Panamax
485,Santos-Qingdao,2025-10-06,28.98,Panamax
486,Santos-Qingdao,2025-10-13,28.78,Panamax
487,Santos-Qingdao,2025-10-20,30.31,Panamax
488,Santos-Qingdao,2025-10-27,31.7,Panamax
489,Santos-Qingdao,2025-11-03,33.22,Panamax
490,Santos-Qingdao,2025-11-10,32.43,Panamax
491,Santos-Qingdao,2025-11-17,33.41,Panamax
492,Santos-Qingdao,2025-11-24,32.02,Panamax
493,Santos-Qingdao,2025-12-01,30.92,Panamax
494,Santos-Qingdao,2025-12-08,31.84,Panamax
495,Santos-Qingdao,2025-12-15,32.23,Panamax
496,Santos-Qingdao,2025-12-22,31.41,Panamax
497,Santos-Qingdao,2025-12-29,31.65,Panamax
498,Santos-Qingdao,2026-01-05,30.7,Panamax
499,Santos-Qingdao,2026-01-12,29.76,Panamax
500,Santos-Qingdao,2026-01-19,30.42,Panamax
501,Santos-Qingdao,2026-01-26,29.92,Panamax
502,Santos-Qingdao,2026-02-02,30.59,Panamax
503,Santos-Qingdao,2026-02-09,30.5,Panamax
504,Santos-Qingdao,2026-02-16,30.51,Panamax
505,Santos-Qingdao,2026-02-23,30.88,Panamax
506,Santos-Qingdao,2026-03-02,31.63,Panamax
507,Santos-Qingdao,2026-03-09,31.18,Panamax
508,Santos-Qingdao,2026-03-16,32.42,Panamax
509,Santos-Qingdao,2026-03-23,32.39,Panamax
510,Santos-Qingdao,2026-03-30,31.12,Panamax
511,Santos-Qingdao,2026-04-06,30.04,Panamax
512,Santos-Qingdao,2026-04-13,28.39,Panamax
513,Santos-Qingdao,2026-04-20,29.32,Panamax
514,Santos-Qingdao,2026-04-27,27.61,Panamax
515,Santos-Qingdao,2026-05-04,26.8,Panamax
516,Santos-Qingdao,2026-05-11,26.5,Panamax
517,Santos-Qingdao,2026-05-18,27.35,Panamax
518,Santos-Qingdao,2026-05-25,29.07,Panamax
519,Santos-Qingdao,2026-06-01,29.98,Panamax
520,Santos-Qingdao,2026-06-08,28.45,Panamax
521,Santos-Qingdao,2026-06-15,29.95,Panamax
522,Santos-Qingdao,2026-06-22,31.66,Panamax
523,Santos-Qingdao,2026-06-29,32.95,Panamax
524,Santos-Qingdao,2026-07-06,32.92,Panamax
525,Santos-Qingdao,2026-07-13,32.3,Panamax
526,Gladstone-Kandla,2024-07-15,18.87,Panamax
527,Gladstone-Kandla,2024-07-22,18.1,Panamax
528,Gladstone-Kandla,2024-07-29,17.81,Panamax
529,Gladstone-Kandla,2024-08-05,16.42,Panamax
530,Gladstone-Kandla,2024-08-12,17.13,Panamax
531,Gladstone-Kandla,2024-08-19,16.77,Panamax
532,Gladstone-Kandla,2024-08-26,16.2,Panamax
533,Gladstone-Kandla,2024-09-02,16.54,Panamax
534,Gladstone-Kandla,2024-09-09,17.28,Panamax
535,Gladstone-Kandla,2024-09-16,17.56,Panamax
536,Gladstone-Kandla,2024-09-23,17.64,Panamax
537,Gladstone-Kandla,2024-09-30,18.78,Panamax
538,Gladstone-Kandla,2024-10-07,19.65,Panamax
539,Gladstone-Kandla,2024-10-14,19.72,Panamax
540,Gladstone-Kandla,2024-10-21,19.57,Panamax
541,Gladstone-Kandla,2024-10-28,20.56,Panamax
542,Gladstone-Kandla,2024-11-04,19.17,Panamax
543,Gladstone-Kandla,2024-11-11,20.68,Panamax
544,Gladstone-Kandla,2024-11-18,20.74,Panamax
545,Gladstone-Kandla,2024-11-25,20.42,Panamax
546,Gladstone-Kandla,2024-12-02,21.14,Panamax
547,Gladstone-Kandla,2024-12-09,21.31,Panamax
548,Gladstone-Kandla,2024-12-16,21.36,Panamax
549,Gladstone-Kandla,2024-12-23,21.76,Panamax
550,Gladstone-Kandla,2024-12-30,20.39,Panamax
551,Gladstone-Kandla,2025-01-06,19.75,Panamax
552,Gladstone-Kandla,2025-01-13,19.44,Panamax
553,Gladstone-Kandla,2025-01-20,18.85,Panamax
554,Gladstone-Kandla,2025-01-27,19.84,Panamax
555,Gladstone-Kandla,2025-02-03,19.73,Panamax
556,Gladstone-Kandla,2025-02-10,19.49,Panamax
557,Gladstone-Kandla,2025-02-17,19.83,Panamax
558,Gladstone-Kandla,2025-02-24,18.48,Panamax
559,Gladstone-Kandla,2025-03-03,18.53,Panamax
560,Gladstone-Kandla,2025-03-10,17.44,Panamax
561,Gladstone-Kandla,2025-03-17,18.45,Panamax
562,Gladstone-Kandla,2025-03-24,18.3,Panamax
563,Gladstone-Kandla,2025-03-31,18.98,Panamax
564,Gladstone-Kandla,2025-04-07,17.8,Panamax
565,Gladstone-Kandla,2025-04-14,18.65,Panamax
566,Gladstone-Kandla,2025-04-21,19.98,Panamax
567,Gladstone-Kandla,2025-04-28,20.58,Panamax
568,Gladstone-Kandla,2025-05-05,19.47,Panamax
569,Gladstone-Kandla,2025-05-12,19.2,Panamax
570,Gladstone-Kandla,2025-05-19,19.05,Panamax
571,Gladstone-Kandla,2025-05-26,18.08,Panamax
572,Gladstone-Kandla,2025-06-02,18.35,Panamax
573,Gladstone-Kandla,2025-06-09,19.0,Panamax
574,Gladstone-Kandla,2025-06-16,18.09,Panamax
575,Gladstone-Kandla,2025-06-23,17.96,Panamax
576,Gladstone-Kandla,2025-06-30,17.2,Panamax
577,Gladstone-Kandla,2025-07-07,17.78,Panamax
578,Gladstone-Kandla,2025-07-14,19.02,Panamax
579,Gladstone-Kandla,2025-07-21,19.92,Panamax
580,Gladstone-Kandla,2025-07-28,20.58,Panamax
581,Gladstone-Kandla,2025-08-04,19.44,Panamax
582,Gladstone-Kandla,2025-08-11,18.26,Panamax
583,Gladstone-Kandla,2025-08-18,18.11,Panamax
584,Gladstone-Kandla,2025-08-25,17.69,Panamax
585,Gladstone-Kandla,2025-09-01,17.77,Panamax
586,Gladstone-Kandla,2025-09-08,17.41,Panamax
587,Gladstone-Kandla,2025-09-15,18.3,Panamax
588,Gladstone-Kandla,2025-09-22,18.33,Panamax
589,Gladstone-Kandla,2025-09-29,19.7,Panamax
590,Gladstone-Kandla,2025-10-06,19.33,Panamax
591,Gladstone-Kandla,2025-10-13,18.97,Panamax
592,Gladstone-Kandla,2025-10-20,19.79,Panamax
593,Gladstone-Kandla,2025-10-27,21.04,Panamax
594,Gladstone-Kandla,2025-11-03,21.24,Panamax
595,Gladstone-Kandla,2025-11-10,21.72,Panamax
596,Gladstone-Kandla,2025-11-17,20.66,Panamax
597,Gladstone-Kandla,2025-11-24,21.78,Panamax
598,Gladstone-Kandla,2025-12-01,20.8,Panamax
599,Gladstone-Kandla,2025-12-08,21.45,Panamax
600,Gladstone-Kandla,2025-12-15,21.2,Panamax
601,Gladstone-Kandla,2025-12-22,20.62,Panamax
602,Gladstone-Kandla,2025-12-29,21.44,Panamax
603,Gladstone-Kandla,2026-01-05,21.28,Panamax
604,Gladstone-Kandla,2026-01-12,21.66,Panamax
605,Gladstone-Kandla,2026-01-19,20.5,Panamax
606,Gladstone-Kandla,2026-01-26,19.38,Panamax
607,Gladstone-Kandla,2026-02-02,18.48,Panamax
608,Gladstone-Kandla,2026-02-09,18.85,Panamax
609,Gladstone-Kandla,2026-02-16,18.1,Panamax
610,Gladstone-Kandla,2026-02-23,17.97,Panamax
611,Gladstone-Kandla,2026-03-02,19.05,Panamax
612,Gladstone-Kandla,2026-03-09,19.19,Panamax
613,Gladstone-Kandla,2026-03-16,17.68,Panamax
614,Gladstone-Kandla,2026-03-23,18.85,Panamax
615,Gladstone-Kandla,2026-03-30,18.05,Panamax
616,Gladstone-Kandla,2026-04-06,18.32,Panamax
617,Gladstone-Kandla,2026-04-13,18.25,Panamax
618,Gladstone-Kandla,2026-04-20,17.97,Panamax
619,Gladstone-Kandla,2026-04-27,16.69,Panamax
620,Gladstone-Kandla,2026-05-04,17.0,Panamax
621,Gladstone-Kandla,2026-05-11,16.22,Panamax
622,Gladstone-Kandla,2026-05-18,16.37,Panamax
623,Gladstone-Kandla,2026-05-25,16.73,Panamax
624,Gladstone-Kandla,2026-06-01,16.91,Panamax
625,Gladstone-Kandla,2026-06-08,17.89,Panamax
626,Gladstone-Kandla,2026-06-15,16.52,Panamax
627,Gladstone-Kandla,2026-06-22,15.45,Panamax
628,Gladstone-Kandla,2026-06-29,15.92,Panamax
629,Gladstone-Kandla,2026-07-06,14.51,Panamax
630,Gladstone-Kandla,2026-07-13,15.59,Panamax
631,Paranagua-Rotterdam,2024-07-15,27.72,Supramax
632,Paranagua-Rotterdam,2024-07-22,29.18,Supramax
633,Paranagua-Rotterdam,2024-07-29,28.31,Supramax
634,Paranagua-Rotterdam,2024-08-05,30.13,Supramax
635,Paranagua-Rotterdam,2024-08-12,28.18,Supramax
636,Paranagua-Rotterdam,2024-08-19,27.82,Supramax
637,Paranagua-Rotterdam,2024-08-26,26.43,Supramax
638,Paranagua-Rotterdam,2024-09-02,27.17,Supramax
639,Paranagua-Rotterdam,2024-09-09,27.65,Supramax
640,Paranagua-Rotterdam,2024-09-16,28.48,Supramax
641,Paranagua-Rotterdam,2024-09-23,28.89,Supramax
642,Paranagua-Rotterdam,2024-09-30,30.13,Supramax
643,Paranagua-Rotterdam,2024-10-07,28.74,Supramax
644,Paranagua-Rotterdam,2024-10-14,28.55,Supramax
645,Paranagua-Rotterdam,2024-10-21,28.89,Supramax
646,Paranagua-Rotterdam,2024-10-28,30.75,Supramax
647,Paranagua-Rotterdam,2024-11-04,28.99,Supramax
648,Paranagua-Rotterdam,2024-11-11,28.13,Supramax
649,Paranagua-Rotterdam,2024-11-18,27.56,Supramax
650,Paranagua-Rotterdam,2024-11-25,27.04,Supramax
651,Paranagua-Rotterdam,2024-12-02,25.17,Supramax
652,Paranagua-Rotterdam,2024-12-09,24.85,Supramax
653,Paranagua-Rotterdam,2024-12-16,25.07,Supramax
654,Paranagua-Rotterdam,2024-12-23,24.18,Supramax
655,Paranagua-Rotterdam,2024-12-30,22.6,Supramax
656,Paranagua-Rotterdam,2025-01-06,23.44,Supramax
657,Paranagua-Rotterdam,2025-01-13,22.46,Supramax
658,Paranagua-Rotterdam,2025-01-20,22.58,Supramax
659,Paranagua-Rotterdam,2025-01-27,22.69,Supramax
660,Paranagua-Rotterdam,2025-02-03,23.53,Supramax
661,Paranagua-Rotterdam,2025-02-10,24.02,Supramax
662,Paranagua-Rotterdam,2025-02-17,22.33,Supramax
663,Paranagua-Rotterdam,2025-02-24,23.32,Supramax
664,Paranagua-Rotterdam,2025-03-03,23.88,Supramax
665,Paranagua-Rotterdam,2025-03-10,25.98,Supramax
666,Paranagua-Rotterdam,2025-03-17,25.91,Supramax
667,Paranagua-Rotterdam,2025-03-24,26.73,Supramax
668,Paranagua-Rotterdam,2025-03-31,28.6,Supramax
669,Paranagua-Rotterdam,2025-04-07,30.7,Supramax
670,Paranagua-Rotterdam,2025-04-14,29.78,Supramax
671,Paranagua-Rotterdam,2025-04-21,30.25,Supramax
672,Paranagua-Rotterdam,2025-04-28,29.46,Supramax
673,Paranagua-Rotterdam,2025-05-05,29.57,Supramax
674,Paranagua-Rotterdam,2025-05-12,31.71,Supramax
675,Paranagua-Rotterdam,2025-05-19,31.08,Supramax
676,Paranagua-Rotterdam,2025-05-26,29.48,Supramax
677,Paranagua-Rotterdam,2025-06-02,29.75,Supramax
678,Paranagua-Rotterdam,2025-06-09,29.83,Supramax
679,Paranagua-Rotterdam,2025-06-16,30.4,Supramax
680,Paranagua-Rotterdam,2025-06-23,30.37,Supramax
681,Paranagua-Rotterdam,2025-06-30,28.99,Supramax
682,Paranagua-Rotterdam,2025-07-07,29.46,Supramax
683,Paranagua-Rotterdam,2025-07-14,30.36,Supramax
684,Paranagua-Rotterdam,2025-07-21,32.43,Supramax
685,Paranagua-Rotterdam,2025-07-28,30.28,Supramax
686,Paranagua-Rotterdam,2025-08-04,28.22,Supramax
687,Paranagua-Rotterdam,2025-08-11,28.77,Supramax
688,Paranagua-Rotterdam,2025-08-18,27.12,Supramax
689,Paranagua-Rotterdam,2025-08-25,28.62,Supramax
690,Paranagua-Rotterdam,2025-09-01,29.91,Supramax
691,Paranagua-Rotterdam,2025-09-08,32.07,Supramax
692,Paranagua-Rotterdam,2025-09-15,31.7,Supramax
693,Paranagua-Rotterdam,2025-09-22,30.98,Supramax
694,Paranagua-Rotterdam,2025-09-29,31.24,Supramax
695,Paranagua-Rotterdam,2025-10-06,31.83,Supramax
696,Paranagua-Rotterdam,2025-10-13,29.72,Supramax
697,Paranagua-Rotterdam,2025-10-20,28.43,Supramax
698,Paranagua-Rotterdam,2025-10-27,27.49,Supramax
699,Paranagua-Rotterdam,2025-11-03,28.74,Supramax
700,Paranagua-Rotterdam,2025-11-10,27.91,Supramax
701,Paranagua-Rotterdam,2025-11-17,27.94,Supramax
702,Paranagua-Rotterdam,2025-11-24,27.18,Supramax
703,Paranagua-Rotterdam,2025-12-01,25.05,Supramax
704,Paranagua-Rotterdam,2025-12-08,25.85,Supramax
705,Paranagua-Rotterdam,2025-12-15,25.16,Supramax
706,Paranagua-Rotterdam,2025-12-22,26.13,Supramax
707,Paranagua-Rotterdam,2025-12-29,26.63,Supramax
708,Paranagua-Rotterdam,2026-01-05,24.6,Supramax
709,Paranagua-Rotterdam,2026-01-12,23.2,Supramax
710,Paranagua-Rotterdam,2026-01-19,22.47,Supramax
711,Paranagua-Rotterdam,2026-01-26,21.77,Supramax
712,Paranagua-Rotterdam,2026-02-02,22.51,Supramax
713,Paranagua-Rotterdam,2026-02-09,24.31,Supramax
714,Paranagua-Rotterdam,2026-02-16,25.59,Supramax
715,Paranagua-Rotterdam,2026-02-23,26.22,Supramax
716,Paranagua-Rotterdam,2026-03-02,26.14,Supramax
717,Paranagua-Rotterdam,2026-03-09,26.69,Supramax
718,Paranagua-Rotterdam,2026-03-16,28.39,Supramax
719,Paranagua-Rotterdam,2026-03-23,28.55,Supramax
720,Paranagua-Rotterdam,2026-03-30,27.83,Supramax
721,Paranagua-Rotterdam,2026-04-06,29.06,Supramax
722,Paranagua-Rotterdam,2026-04-13,28.69,Supramax
723,Paranagua-Rotterdam,2026-04-20,29.74,Supramax
724,Paranagua-Rotterdam,2026-04-27,31.18,Supramax
725,Paranagua-Rotterdam,2026-05-04,30.32,Supramax
726,Paranagua-Rotterdam,2026-05-11,31.29,Supramax
727,Paranagua-Rotterdam,2026-05-18,30.49,Supramax
728,Paranagua-Rotterdam,2026-05-25,30.65,Supramax
729,Paranagua-Rotterdam,2026-06-01,29.39,Supramax
730,Paranagua-Rotterdam,2026-06-08,30.19,Supramax
731,Paranagua-Rotterdam,2026-06-15,31.48,Supramax
732,Paranagua-Rotterdam,2026-06-22,33.16,Supramax
733,Paranagua-Rotterdam,2026-06-29,32.53,Supramax
734,Paranagua-Rotterdam,2026-07-06,34.56,Supramax
735,Paranagua-Rotterdam,2026-07-13,33.61,Supramax
736,Vancouver-Shanghai,2024-07-15,22.2,Supramax
737,Vancouver-Shanghai,2024-07-22,24.06,Supramax
738,Vancouver-Shanghai,2024-07-29,24.54,Supramax
739,Vancouver-Shanghai,2024-08-05,25.86,Supramax
740,Vancouver-Shanghai,2024-08-12,26.13,Supramax
741,Vancouver-Shanghai,2024-08-19,25.71,Supramax
742,Vancouver-Shanghai,2024-08-26,26.07,Supramax
743,Vancouver-Shanghai,2024-09-02,27.47,Supramax
744,Vancouver-Shanghai,2024-09-09,28.44,Supramax
745,Vancouver-Shanghai,2024-09-16,29.23,Supramax
746,Vancouver-Shanghai,2024-09-23,28.51,Supramax
747,Vancouver-Shanghai,2024-09-30,26.71,Supramax
748,Vancouver-Shanghai,2024-10-07,26.38,Supramax
749,Vancouver-Shanghai,2024-10-14,26.37,Supramax
750,Vancouver-Shanghai,2024-10-21,25.37,Supramax
751,Vancouver-Shanghai,2024-10-28,25.18,Supramax
752,Vancouver-Shanghai,2024-11-04,26.91,Supramax
753,Vancouver-Shanghai,2024-11-11,25.82,Supramax
754,Vancouver-Shanghai,2024-11-18,25.06,Supramax
755,Vancouver-Shanghai,2024-11-25,23.57,Supramax
756,Vancouver-Shanghai,2024-12-02,24.67,Supramax
757,Vancouver-Shanghai,2024-12-09,25.73,Supramax
758,Vancouver-Shanghai,2024-12-16,27.32,Supramax
759,Vancouver-Shanghai,2024-12-23,27.11,Supramax
760,Vancouver-Shanghai,2024-12-30,25.28,Supramax
761,Vancouver-Shanghai,2025-01-06,25.21,Supramax
762,Vancouver-Shanghai,2025-01-13,25.21,Supramax
763,Vancouver-Shanghai,2025-01-20,24.03,Supramax
764,Vancouver-Shanghai,2025-01-27,25.65,Supramax
765,Vancouver-Shanghai,2025-02-03,26.54,Supramax
766,Vancouver-Shanghai,2025-02-10,26.64,Supramax
767,Vancouver-Shanghai,2025-02-17,27.69,Supramax
768,Vancouver-Shanghai,2025-02-24,26.32,Supramax
769,Vancouver-Shanghai,2025-03-03,27.75,Supramax
770,Vancouver-Shanghai,2025-03-10,28.99,Supramax
771,Vancouver-Shanghai,2025-03-17,30.67,Supramax
772,Vancouver-Shanghai,2025-03-24,31.35,Supramax
773,Vancouver-Shanghai,2025-03-31,29.94,Supramax
774,Vancouver-Shanghai,2025-04-07,30.8,Supramax
775,Vancouver-Shanghai,2025-04-14,30.64,Supramax
776,Vancouver-Shanghai,2025-04-21,31.47,Supramax
777,Vancouver-Shanghai,2025-04-28,31.55,Supramax
778,Vancouver-Shanghai,2025-05-05,29.65,Supramax
779,Vancouver-Shanghai,2025-05-12,31.31,Supramax
780,Vancouver-Shanghai,2025-05-19,32.03,Supramax
781,Vancouver-Shanghai,2025-05-26,32.39,Supramax
782,Vancouver-Shanghai,2025-06-02,30.8,Supramax
783,Vancouver-Shanghai,2025-06-09,30.67,Supramax
784,Vancouver-Shanghai,2025-06-16,28.93,Supramax
785,Vancouver-Shanghai,2025-06-23,29.01,Supramax
786,Vancouver-Shanghai,2025-06-30,29.62,Supramax
787,Vancouver-Shanghai,2025-07-07,28.9,Supramax
788,Vancouver-Shanghai,2025-07-14,29.2,Supramax
789,Vancouver-Shanghai,2025-07-21,28.48,Supramax
790,Vancouver-Shanghai,2025-07-28,29.98,Supramax
791,Vancouver-Shanghai,2025-08-04,29.3,Supramax
792,Vancouver-Shanghai,2025-08-11,28.12,Supramax
793,Vancouver-Shanghai,2025-08-18,27.26,Supramax
794,Vancouver-Shanghai,2025-08-25,26.56,Supramax
795,Vancouver-Shanghai,2025-09-01,26.34,Supramax
796,Vancouver-Shanghai,2025-09-08,24.87,Supramax
797,Vancouver-Shanghai,2025-09-15,23.52,Supramax
798,Vancouver-Shanghai,2025-09-22,22.65,Supramax
799,Vancouver-Shanghai,2025-09-29,20.79,Supramax
800,Vancouver-Shanghai,2025-10-06,21.26,Supramax
801,Vancouver-Shanghai,2025-10-13,21.32,Supramax
802,Vancouver-Shanghai,2025-10-20,20.19,Supramax
803,Vancouver-Shanghai,2025-10-27,19.62,Supramax
804,Vancouver-Shanghai,2025-11-03,18.92,Supramax
805,Vancouver-Shanghai,2025-11-10,17.54,Supramax
806,Vancouver-Shanghai,2025-11-17,18.33,Supramax
807,Vancouver-Shanghai,2025-11-24,17.5,Supramax
808,Vancouver-Shanghai,2025-12-01,16.52,Supramax
809,Vancouver-Shanghai,2025-12-08,14.87,Supramax
810,Vancouver-Shanghai,2025-12-15,15.3,Supramax
811,Vancouver-Shanghai,2025-12-22,14.68,Supramax
812,Vancouver-Shanghai,2025-12-29,14.47,Supramax
813,Vancouver-Shanghai,2026-01-05,13.05,Supramax
814,Vancouver-Shanghai,2026-01-12,12.94,Supramax
815,Vancouver-Shanghai,2026-01-19,13.61,Supramax
816,Vancouver-Shanghai,2026-01-26,12.6,Supramax
817,Vancouver-Shanghai,2026-02-02,12.6,Supramax
818,Vancouver-Shanghai,2026-02-09,12.6,Supramax
819,Vancouver-Shanghai,2026-02-16,12.6,Supramax
820,Vancouver-Shanghai,2026-02-23,12.97,Supramax
821,Vancouver-Shanghai,2026-03-02,13.33,Supramax
822,Vancouver-Shanghai,2026-03-09,14.62,Supramax
823,Vancouver-Shanghai,2026-03-16,15.38,Supramax
824,Vancouver-Shanghai,2026-03-23,15.83,Supramax
825,Vancouver-Shanghai,2026-03-30,15.11,Supramax
826,Vancouver-Shanghai,2026-04-06,16.33,Supramax
827,Vancouver-Shanghai,2026-04-13,17.14,Supramax
828,Vancouver-Shanghai,2026-04-20,17.8,Supramax
829,Vancouver-Shanghai,2026-04-27,17.93,Supramax
830,Vancouver-Shanghai,2026-05-04,19.75,Supramax
831,Vancouver-Shanghai,2026-05-11,20.73,Supramax
832,Vancouver-Shanghai,2026-05-18,20.6,Supramax
833,Vancouver-Shanghai,2026-05-25,19.18,Supramax
834,Vancouver-Shanghai,2026-06-01,20.39,Supramax
835,Vancouver-Shanghai,2026-06-08,22.0,Supramax
836,Vancouver-Shanghai,2026-06-15,21.88,Supramax
837,Vancouver-Shanghai,2026-06-22,21.71,Supramax
838,Vancouver-Shanghai,2026-06-29,22.41,Supramax
839,Vancouver-Shanghai,2026-07-06,23.22,Supramax
840,Vancouver-Shanghai,2026-07-13,23.09,Supramax
841,Richards Bay-Chennai,2024-07-15,20.1,Supramax
842,Richards Bay-Chennai,2024-07-22,19.17,Supramax
843,Richards Bay-Chennai,2024-07-29,20.38,Supramax
844,Richards Bay-Chennai,2024-08-05,20.78,Supramax
845,Richards Bay-Chennai,2024-08-12,22.16,Supramax
846,Richards Bay-Chennai,2024-08-19,21.8,Supramax
847,Richards Bay-Chennai,2024-08-26,22.47,Supramax
848,Richards Bay-Chennai,2024-09-02,23.03,Supramax
849,Richards Bay-Chennai,2024-09-09,24.0,Supramax
850,Richards Bay-Chennai,2024-09-16,25.28,Supramax
851,Richards Bay-Chennai,2024-09-23,25.13,Supramax
852,Richards Bay-Chennai,2024-09-30,23.55,Supramax
853,Richards Bay-Chennai,2024-10-07,23.46,Supramax
854,Richards Bay-Chennai,2024-10-14,22.96,Supramax
855,Richards Bay-Chennai,2024-10-21,22.83,Supramax
856,Richards Bay-Chennai,2024-10-28,21.73,Supramax
857,Richards Bay-Chennai,2024-11-04,22.63,Supramax
858,Richards Bay-Chennai,2024-11-11,22.98,Supramax
859,Richards Bay-Chennai,2024-11-18,21.73,Supramax
860,Richards Bay-Chennai,2024-11-25,20.39,Supramax
861,Richards Bay-Chennai,2024-12-02,21.46,Supramax
862,Richards Bay-Chennai,2024-12-09,22.46,Supramax
863,Richards Bay-Chennai,2024-12-16,21.87,Supramax
864,Richards Bay-Chennai,2024-12-23,22.37,Supramax
865,Richards Bay-Chennai,2024-12-30,23.36,Supramax
866,Richards Bay-Chennai,2025-01-06,23.47,Supramax
867,Richards Bay-Chennai,2025-01-13,23.13,Supramax
868,Richards Bay-Chennai,2025-01-20,22.84,Supramax
869,Richards Bay-Chennai,2025-01-27,23.25,Supramax
870,Richards Bay-Chennai,2025-02-03,23.41,Supramax
871,Richards Bay-Chennai,2025-02-10,25.0,Supramax
872,Richards Bay-Chennai,2025-02-17,24.61,Supramax
873,Richards Bay-Chennai,2025-02-24,24.08,Supramax
874,Richards Bay-Chennai,2025-03-03,25.13,Supramax
875,Richards Bay-Chennai,2025-03-10,25.44,Supramax
876,Richards Bay-Chennai,2025-03-17,26.39,Supramax
877,Richards Bay-Chennai,2025-03-24,26.18,Supramax
878,Richards Bay-Chennai,2025-03-31,27.14,Supramax
879,Richards Bay-Chennai,2025-04-07,27.29,Supramax
880,Richards Bay-Chennai,2025-04-14,26.4,Supramax
881,Richards Bay-Chennai,2025-04-21,26.95,Supramax
882,Richards Bay-Chennai,2025-04-28,25.53,Supramax
883,Richards Bay-Chennai,2025-05-05,26.98,Supramax
884,Richards Bay-Chennai,2025-05-12,27.23,Supramax
885,Richards Bay-Chennai,2025-05-19,27.18,Supramax
886,Richards Bay-Chennai,2025-05-26,27.49,Supramax
887,Richards Bay-Chennai,2025-06-02,27.37,Supramax
888,Richards Bay-Chennai,2025-06-09,27.55,Supramax
889,Richards Bay-Chennai,2025-06-16,28.64,Supramax
890,Richards Bay-Chennai,2025-06-23,27.55,Supramax
891,Richards Bay-Chennai,2025-06-30,29.08,Supramax
892,Richards Bay-Chennai,2025-07-07,27.63,Supramax
893,Richards Bay-Chennai,2025-07-14,26.32,Supramax
894,Richards Bay-Chennai,2025-07-21,27.37,Supramax
895,Richards Bay-Chennai,2025-07-28,28.29,Supramax
896,Richards Bay-Chennai,2025-08-04,27.88,Supramax
897,Richards Bay-Chennai,2025-08-11,27.86,Supramax
898,Richards Bay-Chennai,2025-08-18,28.4,Supramax
899,Richards Bay-Chennai,2025-08-25,27.02,Supramax
900,Richards Bay-Chennai,2025-09-01,28.09,Supramax
901,Richards Bay-Chennai,2025-09-08,29.39,Supramax
902,Richards Bay-Chennai,2025-09-15,30.74,Supramax
903,Richards Bay-Chennai,2025-09-22,31.2,Supramax
904,Richards Bay-Chennai,2025-09-29,29.52,Supramax
905,Richards Bay-Chennai,2025-10-06,28.34,Supramax
906,Richards Bay-Chennai,2025-10-13,27.16,Supramax
907,Richards Bay-Chennai,2025-10-20,27.26,Supramax
908,Richards Bay-Chennai,2025-10-27,26.89,Supramax
909,Richards Bay-Chennai,2025-11-03,27.15,Supramax
910,Richards Bay-Chennai,2025-11-10,26.13,Supramax
911,Richards Bay-Chennai,2025-11-17,26.74,Supramax
912,Richards Bay-Chennai,2025-11-24,26.12,Supramax
913,Richards Bay-Chennai,2025-12-01,26.36,Supramax
914,Richards Bay-Chennai,2025-12-08,27.75,Supramax
915,Richards Bay-Chennai,2025-12-15,27.09,Supramax
916,Richards Bay-Chennai,2025-12-22,28.58,Supramax
917,Richards Bay-Chennai,2025-12-29,28.36,Supramax
918,Richards Bay-Chennai,2026-01-05,29.98,Supramax
919,Richards Bay-Chennai,2026-01-12,29.46,Supramax
920,Richards Bay-Chennai,2026-01-19,28.08,Supramax
921,Richards Bay-Chennai,2026-01-26,26.43,Supramax
922,Richards Bay-Chennai,2026-02-02,28.06,Supramax
